Lote;Linea;Palma;Longitud;Latitud
63-CERCA ELECTRICA;66;9;-73.6617952;3.8887444
63-CERCA ELECTRICA;66;10;-73.6618064;3.8888434
63-CERCA ELECTRICA;66;11;-73.6618205;3.8889358
63-CERCA ELECTRICA;66;12;-73.6618286;3.8890292
63-CERCA ELECTRICA;66;13;-73.6618454;3.8891252
63-CERCA ELECTRICA;66;14;-73.6618554;3.8892059
63-CERCA ELECTRICA;66;15;-73.6618649;3.889295
63-CERCA ELECTRICA;66;16;-73.6618731;3.8894008
63-CERCA ELECTRICA;66;17;-73.6618875;3.8894828
63-CERCA ELECTRICA;66;18;-73.6619055;3.8895621
63-CERCA ELECTRICA;66;19;-73.6619261;3.8896801
63-CERCA ELECTRICA;66;20;-73.6619415;3.8897682
63-CERCA ELECTRICA;66;21;-73.6619548;3.8898442
63-CERCA ELECTRICA;66;22;-73.6619639;3.8899312
63-CERCA ELECTRICA;66;23;-73.6619755;3.8900323
63-CERCA ELECTRICA;66;24;-73.6619838;3.8901154
63-CERCA ELECTRICA;66;25;-73.6619915;3.8901944
63-CERCA ELECTRICA;66;26;-73.662008;3.8902885
63-CERCA ELECTRICA;66;27;-73.6620214;3.8903768
63-CERCA ELECTRICA;66;28;-73.6620379;3.8904708
63-CERCA ELECTRICA;66;29;-73.662044;3.8905646
63-CERCA ELECTRICA;67;1;-73.6617873;3.8881601
63-CERCA ELECTRICA;67;2;-73.6618029;3.8882604
63-CERCA ELECTRICA;67;3;-73.6618139;3.8883472
63-CERCA ELECTRICA;67;4;-73.6618181;3.8884413
63-CERCA ELECTRICA;67;5;-73.6618331;3.8885624
63-CERCA ELECTRICA;67;6;-73.6618876;3.8888971
63-CERCA ELECTRICA;67;7;-73.6619488;3.8893524
63-CERCA ELECTRICA;67;8;-73.6619919;3.8895984
63-CERCA ELECTRICA;67;9;-73.6620213;3.8898015
63-CERCA ELECTRICA;67;10;-73.6620367;3.8898895
63-CERCA ELECTRICA;67;11;-73.6620572;3.8901354
63-CERCA ELECTRICA;67;12;-73.6620823;3.890232
63-CERCA ELECTRICA;67;13;-73.6620901;3.8903235
63-CERCA ELECTRICA;67;14;-73.66211;3.8904725
63-CERCA ELECTRICA;68;1;-73.6618714;3.8881947
63-CERCA ELECTRICA;68;2;-73.6618851;3.8883078
63-CERCA ELECTRICA;68;3;-73.6618944;3.8883845
63-CERCA ELECTRICA;68;4;-73.6619035;3.8884716
63-CERCA ELECTRICA;68;5;-73.6619199;3.8885656
63-CERCA ELECTRICA;68;6;-73.6619381;3.8886696
63-CERCA ELECTRICA;68;7;-73.6619525;3.8887516
63-CERCA ELECTRICA;68;8;-73.6619682;3.8888416
63-CERCA ELECTRICA;68;9;-73.6619786;3.8889244
63-CERCA ELECTRICA;68;10;-73.6619917;3.8890107
63-CERCA ELECTRICA;68;11;-73.6620035;3.8891014
63-CERCA ELECTRICA;68;12;-73.6620203;3.8891975
63-CERCA ELECTRICA;68;13;-73.6620323;3.8892778
63-CERCA ELECTRICA;68;14;-73.6620466;3.8893598
63-CERCA ELECTRICA;68;15;-73.6620472;3.8894567
63-CERCA ELECTRICA;68;16;-73.6620639;3.8895403
63-CERCA ELECTRICA;68;17;-73.6620782;3.8896224
63-CERCA ELECTRICA;68;18;-73.6620898;3.8897234
63-CERCA ELECTRICA;68;19;-73.6621002;3.8898185
63-CERCA ELECTRICA;68;20;-73.6621067;3.8899143
63-CERCA ELECTRICA;68;21;-73.6621164;3.889993
63-CERCA ELECTRICA;68;22;-73.6621318;3.890081
63-CERCA ELECTRICA;68;23;-73.6621507;3.890189
63-CERCA ELECTRICA;68;24;-73.662164;3.890265
63-CERCA ELECTRICA;68;25;-73.6621701;3.8903465
63-CERCA ELECTRICA;68;26;-73.6621796;3.8904479
63-CERCA ELECTRICA;68;27;-73.6622026;3.8905325
63-CERCA ELECTRICA;68;28;-73.6622071;3.8906286
63-CERCA ELECTRICA;68;29;-73.6622229;3.8907186
63-CERCA ELECTRICA;69;1;-73.6619743;3.888325
63-CERCA ELECTRICA;69;2;-73.6619814;3.8884124
63-CERCA ELECTRICA;69;3;-73.6619929;3.8885135
63-CERCA ELECTRICA;69;4;-73.6620126;3.8885905
63-CERCA ELECTRICA;69;5;-73.6620167;3.8886846
63-CERCA ELECTRICA;69;6;-73.6620342;3.8887846
63-CERCA ELECTRICA;69;7;-73.6620452;3.888859
63-CERCA ELECTRICA;69;8;-73.662056;3.8889561
63-CERCA ELECTRICA;69;9;-73.6620718;3.8890461
63-CERCA ELECTRICA;69;10;-73.6620865;3.8891301
63-CERCA ELECTRICA;69;11;-73.6621022;3.8892201
63-CERCA ELECTRICA;69;12;-73.6621167;3.8893145
63-CERCA ELECTRICA;69;13;-73.6621274;3.8893992
63-CERCA ELECTRICA;69;14;-73.6621362;3.8894843
63-CERCA ELECTRICA;69;15;-73.662144;3.8895757
63-CERCA ELECTRICA;69;16;-73.6621565;3.8896824
63-CERCA ELECTRICA;69;17;-73.66217;3.8897711
63-CERCA ELECTRICA;69;18;-73.6621803;3.8898538
63-CERCA ELECTRICA;69;19;-73.6621964;3.8899459
63-CERCA ELECTRICA;69;20;-73.6622055;3.8900329
63-CERCA ELECTRICA;69;21;-73.6622146;3.89012
63-CERCA ELECTRICA;69;22;-73.6622281;3.8902207
63-CERCA ELECTRICA;69;23;-73.6622414;3.8902967
63-CERCA ELECTRICA;69;24;-73.6622563;3.8903931
63-CERCA ELECTRICA;69;25;-73.6622666;3.8904758
63-CERCA ELECTRICA;69;26;-73.6622852;3.8905818
63-CERCA ELECTRICA;69;27;-73.6622965;3.8906582
63-CERCA ELECTRICA;69;28;-73.6623087;3.8907633
63-CERCA ELECTRICA;70;1;-73.6620507;3.8883507
63-CERCA ELECTRICA;70;2;-73.6620662;3.8884511
63-CERCA ELECTRICA;70;3;-73.6620802;3.8885311
63-CERCA ELECTRICA;70;4;-73.66209;3.8886222
63-CERCA ELECTRICA;70;5;-73.6621048;3.8887185
63-CERCA ELECTRICA;70;6;-73.6621209;3.8888106
63-CERCA ELECTRICA;70;7;-73.6621356;3.8888946
63-CERCA ELECTRICA;70;8;-73.6621454;3.8889856
63-CERCA ELECTRICA;70;9;-73.6621622;3.8890817
63-CERCA ELECTRICA;70;10;-73.6621693;3.8891691
63-CERCA ELECTRICA;70;11;-73.6621829;3.8892471
63-CERCA ELECTRICA;70;12;-73.6621966;3.8893251
63-CERCA ELECTRICA;70;13;-73.6622135;3.8894335
63-CERCA ELECTRICA;70;14;-73.6622192;3.8895129
63-CERCA ELECTRICA;70;15;-73.6622372;3.8896273
63-CERCA ELECTRICA;70;16;-73.6622486;3.889716
63-CERCA ELECTRICA;70;17;-73.662256;3.8898054
63-CERCA ELECTRICA;70;18;-73.6622685;3.8899001
63-CERCA ELECTRICA;70;19;-73.6622776;3.8899872
63-CERCA ELECTRICA;70;20;-73.6622894;3.8900779
63-CERCA ELECTRICA;70;21;-73.6623064;3.8901636
63-CERCA ELECTRICA;70;22;-73.6623168;3.8902463
63-CERCA ELECTRICA;70;23;-73.6623206;3.8903384
63-CERCA ELECTRICA;70;24;-73.6623325;3.8904415
63-CERCA ELECTRICA;70;25;-73.6623479;3.8905295
63-CERCA ELECTRICA;70;26;-73.6623682;3.8906105
63-CERCA ELECTRICA;70;27;-73.6623808;3.8906825
63-CERCA ELECTRICA;70;28;-73.6623767;3.890776
63-CERCA ELECTRICA;71;1;-73.6621478;3.8884717
63-CERCA ELECTRICA;71;2;-73.6621597;3.8885748
63-CERCA ELECTRICA;71;3;-73.6621733;3.8886879
63-CERCA ELECTRICA;71;4;-73.6621854;3.8887682
63-CERCA ELECTRICA;71;5;-73.6622008;3.8888563
63-CERCA ELECTRICA;71;6;-73.662213;3.8889263
63-CERCA ELECTRICA;71;7;-73.6622318;3.8890219
63-CERCA ELECTRICA;71;8;-73.6622536;3.8891934
63-CERCA ELECTRICA;71;9;-73.6622622;3.8893012
63-CERCA ELECTRICA;71;10;-73.6623063;3.8895532
63-CERCA ELECTRICA;71;11;-73.6623204;3.8897507
63-CERCA ELECTRICA;71;12;-73.6623643;3.8900956
63-CERCA ELECTRICA;71;13;-73.6624009;3.8903634
63-CERCA ELECTRICA;71;14;-73.6624139;3.8904374
63-CERCA ELECTRICA;71;15;-73.6624341;3.8905411
63-CERCA ELECTRICA;72;1;-73.6622379;3.8885878
63-CERCA ELECTRICA;72;2;-73.6622572;3.8886978
63-CERCA ELECTRICA;72;3;-73.6622634;3.8887916
63-CERCA ELECTRICA;72;4;-73.6622802;3.8888876
63-CERCA ELECTRICA;72;5;-73.6622956;3.8889756
63-CERCA ELECTRICA;72;6;-73.6623059;3.8890583
63-CERCA ELECTRICA;72;7;-73.6623185;3.8891304
63-CERCA ELECTRICA;72;8;-73.6623371;3.8892364
63-CERCA ELECTRICA;72;9;-73.6623442;3.8893238
63-CERCA ELECTRICA;72;10;-73.6623587;3.8894182
63-CERCA ELECTRICA;72;11;-73.6623681;3.8895072
63-CERCA ELECTRICA;72;12;-73.6623773;3.8895716
63-CERCA ELECTRICA;72;13;-73.6624134;3.8897776
63-CERCA ELECTRICA;72;14;-73.6624192;3.8898694
63-CERCA ELECTRICA;72;15;-73.6624322;3.8899558
63-CERCA ELECTRICA;72;16;-73.6624413;3.8900428
63-CERCA ELECTRICA;72;17;-73.6624564;3.8901289
63-CERCA ELECTRICA;72;18;-73.6624722;3.8902312
63-CERCA ELECTRICA;72;19;-73.6624843;3.8903116
63-CERCA ELECTRICA;72;20;-73.662497;3.890396
63-CERCA ELECTRICA;72;21;-73.6625138;3.890492
63-CERCA ELECTRICA;72;22;-73.6625212;3.8905814
63-CERCA ELECTRICA;72;23;-73.6625319;3.8906661
63-CERCA ELECTRICA;72;24;-73.6625488;3.8907621
63-CERCA ELECTRICA;73;1;-73.6623335;3.888641
63-CERCA ELECTRICA;73;2;-73.6623384;3.8887392
63-CERCA ELECTRICA;73;3;-73.6623583;3.8888532
63-CERCA ELECTRICA;73;4;-73.6623655;3.8889179
63-CERCA ELECTRICA;73;5;-73.6623763;3.8890026
63-CERCA ELECTRICA;73;6;-73.6623883;3.889083
63-CERCA ELECTRICA;73;7;-73.6624078;3.8891826
63-CERCA ELECTRICA;73;8;-73.6624212;3.889271
63-CERCA ELECTRICA;73;9;-73.6624286;3.8893604
63-CERCA ELECTRICA;73;10;-73.6624411;3.8894552
63-CERCA ELECTRICA;73;11;-73.6624562;3.8895412
63-CERCA ELECTRICA;73;12;-73.6624716;3.8896292
63-CERCA ELECTRICA;73;13;-73.6624891;3.8897292
63-CERCA ELECTRICA;73;14;-73.6625045;3.8898172
63-CERCA ELECTRICA;73;15;-73.6625091;3.8898906
63-CERCA ELECTRICA;73;16;-73.662515;3.8899948
63-CERCA ELECTRICA;73;17;-73.6625251;3.8900755
63-CERCA ELECTRICA;73;18;-73.6625387;3.8901535
63-CERCA ELECTRICA;73;19;-73.6625538;3.8902395
63-CERCA ELECTRICA;73;20;-73.6625706;3.8903355
63-CERCA ELECTRICA;73;21;-73.6625808;3.890441
63-CERCA ELECTRICA;73;22;-73.6625908;3.8905217
63-CERCA ELECTRICA;73;23;-73.6626016;3.8906064
63-CERCA ELECTRICA;73;24;-73.6626137;3.8906991
63-CERCA ELECTRICA;73;25;-73.6626279;3.8908038
63-CERCA ELECTRICA;74;1;-73.6624229;3.8887531
63-CERCA ELECTRICA;74;2;-73.6624395;3.8888595
63-CERCA ELECTRICA;74;3;-73.6624505;3.8889338
63-CERCA ELECTRICA;74;4;-73.6624549;3.8890176
63-CERCA ELECTRICA;74;5;-73.6624794;3.8891226
63-CERCA ELECTRICA;74;6;-73.6624824;3.8891983
63-CERCA ELECTRICA;74;7;-73.6625002;3.8893004
63-CERCA ELECTRICA;74;8;-73.6625153;3.8893864
63-CERCA ELECTRICA;74;9;-73.6625291;3.8894767
63-CERCA ELECTRICA;74;10;-73.662543;3.8895918
63-CERCA ELECTRICA;74;11;-73.6625564;3.8896678
63-CERCA ELECTRICA;74;12;-73.6625711;3.8897518
63-CERCA ELECTRICA;74;13;-73.6625748;3.8898316
63-CERCA ELECTRICA;74;14;-73.6625852;3.8899267
63-CERCA ELECTRICA;74;15;-73.6626007;3.8900147
63-CERCA ELECTRICA;74;16;-73.6626081;3.8901041
63-CERCA ELECTRICA;74;17;-73.6626365;3.8902662
63-CERCA ELECTRICA;74;18;-73.6626428;3.8903846
63-CERCA ELECTRICA;74;19;-73.6626568;3.8904647
63-CERCA ELECTRICA;74;20;-73.6626733;3.8905587
63-CERCA ELECTRICA;74;21;-73.6626887;3.8906467
63-CERCA ELECTRICA;74;22;-73.6626984;3.8907254
63-CERCA ELECTRICA;74;23;-73.6627131;3.8908094
63-CERCA ELECTRICA;75;1;-73.6625119;3.8888859
63-CERCA ELECTRICA;75;2;-73.662547;3.8890632
63-CERCA ELECTRICA;75;3;-73.6625617;3.8891472
63-CERCA ELECTRICA;75;4;-73.6625688;3.8892346
63-CERCA ELECTRICA;75;5;-73.662585;3.889339
63-CERCA ELECTRICA;75;6;-73.6625921;3.8894264
63-CERCA ELECTRICA;75;7;-73.6626613;3.8899504
63-CERCA ELECTRICA;75;8;-73.6626805;3.8900604
63-CERCA ELECTRICA;75;9;-73.6626952;3.8901444
63-CERCA ELECTRICA;75;10;-73.6627192;3.8903052
63-CERCA ELECTRICA;75;11;-73.6627322;3.8904142
63-CERCA ELECTRICA;75;12;-73.6627476;3.8905022
63-CERCA ELECTRICA;75;13;-73.6627583;3.890587
63-CERCA ELECTRICA;75;14;-73.6627612;3.8906854
63-CERCA ELECTRICA;75;15;-73.6627679;3.8907709
63-CERCA ELECTRICA;75;16;-73.6627909;3.8908555
63-CERCA ELECTRICA;76;1;-73.6626099;3.8889181
63-CERCA ELECTRICA;76;2;-73.6626187;3.8890155
63-CERCA ELECTRICA;76;3;-73.6626331;3.8890975
63-CERCA ELECTRICA;76;4;-73.662647;3.8892002
63-CERCA ELECTRICA;76;5;-73.662658;3.8892869
63-CERCA ELECTRICA;76;6;-73.6626684;3.8893696
63-CERCA ELECTRICA;76;7;-73.6626803;3.8894727
63-CERCA ELECTRICA;76;8;-73.6626947;3.8895547
63-CERCA ELECTRICA;76;9;-73.6627043;3.8896335
63-CERCA ELECTRICA;76;10;-73.6627285;3.8897364
63-CERCA ELECTRICA;76;11;-73.6627343;3.8898282
63-CERCA ELECTRICA;76;12;-73.6627587;3.8899909
63-CERCA ELECTRICA;76;13;-73.6627737;3.8900769
63-CERCA ELECTRICA;76;14;-73.6627883;3.8901837
63-CERCA ELECTRICA;76;15;-73.6627983;3.8902644
63-CERCA ELECTRICA;76;16;-73.6628075;3.8903638
63-CERCA ELECTRICA;76;17;-73.66282;3.8904585
63-CERCA ELECTRICA;76;18;-73.6628297;3.8905372
63-CERCA ELECTRICA;76;19;-73.662837;3.8906143
63-CERCA ELECTRICA;76;20;-73.6628539;3.8907227
63-CERCA ELECTRICA;76;21;-73.6628662;3.8907927
63-CERCA ELECTRICA;76;22;-73.6628752;3.8908674
63-CERCA ELECTRICA;77;1;-73.6626987;3.8890385
63-CERCA ELECTRICA;77;2;-73.6627103;3.8891395
63-CERCA ELECTRICA;77;3;-73.6627273;3.8892252
63-CERCA ELECTRICA;77;4;-73.6627387;3.8893139
63-CERCA ELECTRICA;77;5;-73.6627518;3.8894003
63-CERCA ELECTRICA;77;6;-73.6627626;3.8894974
63-CERCA ELECTRICA;77;7;-73.6627758;3.8895961
63-CERCA ELECTRICA;77;8;-73.6627929;3.8896817
63-CERCA ELECTRICA;77;9;-73.6628062;3.8897578
63-CERCA ELECTRICA;77;10;-73.6628156;3.8898468
63-CERCA ELECTRICA;77;11;-73.6628247;3.8899339
63-CERCA ELECTRICA;77;12;-73.6628373;3.890041
63-CERCA ELECTRICA;77;13;-73.6628503;3.8901273
63-CERCA ELECTRICA;77;14;-73.6628671;3.8902234
63-CERCA ELECTRICA;77;15;-73.6628775;3.8903061
63-CERCA ELECTRICA;77;16;-73.6628828;3.8903835
63-CERCA ELECTRICA;77;17;-73.6628993;3.8904775
63-CERCA ELECTRICA;77;18;-73.6629141;3.8905739
63-CERCA ELECTRICA;77;19;-73.6629253;3.890673
63-CERCA ELECTRICA;77;20;-73.6629356;3.8907433
63-CERCA ELECTRICA;77;21;-73.662951;3.8908313
63-CERCA ELECTRICA;78;1;-73.6627918;3.8891478
63-CERCA ELECTRICA;78;2;-73.6628067;3.8892566
63-CERCA ELECTRICA;78;3;-73.6628071;3.889341
63-CERCA ELECTRICA;78;4;-73.6628265;3.8894283
63-CERCA ELECTRICA;78;5;-73.6628444;3.8895304
63-CERCA ELECTRICA;78;6;-73.6628585;3.8896227
63-CERCA ELECTRICA;78;7;-73.6628783;3.8897244
63-CERCA ELECTRICA;78;8;-73.6628898;3.8898131
63-CERCA ELECTRICA;78;9;-73.6628914;3.8898809
63-CERCA ELECTRICA;78;10;-73.6629085;3.8899789
63-CERCA ELECTRICA;78;11;-73.6629267;3.8900829
63-CERCA ELECTRICA;78;12;-73.6629351;3.890166
63-CERCA ELECTRICA;78;13;-73.6629435;3.8902491
63-CERCA ELECTRICA;78;14;-73.6629567;3.8903478
63-CERCA ELECTRICA;78;15;-73.662969;3.8904301
63-CERCA ELECTRICA;78;16;-73.6629771;3.8905112
63-CERCA ELECTRICA;78;17;-73.6629881;3.8905979
63-CERCA ELECTRICA;78;18;-73.6630033;3.8906963
63-CERCA ELECTRICA;78;19;-73.6630147;3.890785
63-CERCA ELECTRICA;78;20;-73.6630286;3.8908877
63-CERCA ELECTRICA;79;1;-73.66289;3.8892748
63-CERCA ELECTRICA;79;2;-73.6628978;3.8893663
63-CERCA ELECTRICA;79;3;-73.6629044;3.8894393
63-CERCA ELECTRICA;79;4;-73.6629178;3.8895277
63-CERCA ELECTRICA;79;5;-73.6629475;3.8896854
63-CERCA ELECTRICA;79;6;-73.6629566;3.8897724
63-CERCA ELECTRICA;79;7;-73.6629683;3.8898632
63-CERCA ELECTRICA;79;8;-73.6629792;3.8899252
63-CERCA ELECTRICA;79;9;-73.6629873;3.8900186
63-CERCA ELECTRICA;79;10;-73.6630004;3.890105
63-CERCA ELECTRICA;79;11;-73.6630098;3.890159
63-CERCA ELECTRICA;79;12;-73.6630236;3.8902493
63-CERCA ELECTRICA;79;13;-73.6630357;3.8903421
63-CERCA ELECTRICA;79;14;-73.6630469;3.8904061
63-CERCA ELECTRICA;79;15;-73.6630613;3.8904881
63-CERCA ELECTRICA;79;16;-73.6630636;3.8905599
63-CERCA ELECTRICA;79;17;-73.6630706;3.89067
63-CERCA ELECTRICA;79;18;-73.663091;3.8907984
63-CERCA ELECTRICA;79;19;-73.6631085;3.8909334
63-CERCA ELECTRICA;80;1;-73.6629613;3.8892952
63-CERCA ELECTRICA;80;2;-73.6629694;3.8893887
63-CERCA ELECTRICA;80;3;-73.6629782;3.8894737
63-CERCA ELECTRICA;80;4;-73.6629872;3.8895485
63-CERCA ELECTRICA;80;5;-73.6629995;3.8896308
63-CERCA ELECTRICA;80;6;-73.6630118;3.8897359
63-CERCA ELECTRICA;80;7;-73.6630166;3.889799
63-CERCA ELECTRICA;80;8;-73.6630312;3.8898706
63-CERCA ELECTRICA;80;9;-73.6630546;3.8899572
63-CERCA ELECTRICA;80;10;-73.6630658;3.8900563
63-CERCA ELECTRICA;80;11;-73.6630704;3.8901297
63-CERCA ELECTRICA;80;12;-73.6630823;3.8901977
63-CERCA ELECTRICA;80;13;-73.6630998;3.8902977
63-CERCA ELECTRICA;80;14;-73.6631203;3.8904261
63-CERCA ELECTRICA;80;15;-73.6631331;3.8905228
63-CERCA ELECTRICA;80;16;-73.6631514;3.8906743
63-CERCA ELECTRICA;80;17;-73.6631645;3.8908431
63-CERCA ELECTRICA;80;18;-73.6631824;3.8909451
63-CERCA ELECTRICA;81;1;-73.6630504;3.8894053
63-CERCA ELECTRICA;81;2;-73.6630619;3.8895064
63-CERCA ELECTRICA;81;3;-73.6630695;3.8895731
63-CERCA ELECTRICA;81;4;-73.6630782;3.8896582
63-CERCA ELECTRICA;81;5;-73.6630957;3.8897582
63-CERCA ELECTRICA;81;6;-73.6631031;3.8898352
63-CERCA ELECTRICA;81;7;-73.6631136;3.8898953
63-CERCA ELECTRICA;81;8;-73.6631266;3.8899816
63-CERCA ELECTRICA;81;9;-73.6631419;3.8900923
63-CERCA ELECTRICA;81;10;-73.6631552;3.8901684
63-CERCA ELECTRICA;81;11;-73.6631627;3.8902227
63-CERCA ELECTRICA;81;12;-73.6631687;3.8903041
63-CERCA ELECTRICA;81;13;-73.6631787;3.8903849
63-CERCA ELECTRICA;81;14;-73.6632017;3.8905396
63-CERCA ELECTRICA;81;15;-73.6632256;3.890688
63-CERCA ELECTRICA;81;16;-73.6632352;3.8907894
63-CERCA ELECTRICA;81;17;-73.6632468;3.8908678
63-CERCA ELECTRICA;81;18;-73.6632623;3.8909558
63-CERCA ELECTRICA;82;1;-73.6631267;3.889431
63-CERCA ELECTRICA;82;2;-73.6631363;3.8895324
63-CERCA ELECTRICA;82;3;-73.6631481;3.8896231
63-CERCA ELECTRICA;82;4;-73.6631831;3.8898582
63-CERCA ELECTRICA;82;5;-73.663217;3.8900873
63-CERCA ELECTRICA;82;6;-73.6632352;3.8901914
63-CERCA ELECTRICA;82;7;-73.6632366;3.8902695
63-CERCA ELECTRICA;82;8;-73.6632453;3.8903545
63-CERCA ELECTRICA;82;9;-73.6632586;3.8904306
63-CERCA ELECTRICA;82;10;-73.6632677;3.8904826
63-CERCA ELECTRICA;82;11;-73.6632799;3.8905876
63-CERCA ELECTRICA;82;12;-73.663288;3.8906336
63-CERCA ELECTRICA;82;13;-73.6633076;3.8907457
63-CERCA ELECTRICA;82;14;-73.6633195;3.8908137
63-CERCA ELECTRICA;83;1;-73.6632151;3.8895371
63-CERCA ELECTRICA;83;2;-73.663218;3.8896706
63-CERCA ELECTRICA;83;3;-73.663231;3.8897219
63-CERCA ELECTRICA;83;4;-73.6632461;3.8898079
63-CERCA ELECTRICA;83;5;-73.6632621;3.8898876
63-CERCA ELECTRICA;83;6;-73.6632731;3.889962
63-CERCA ELECTRICA;83;7;-73.663283;3.8900303
63-CERCA ELECTRICA;83;8;-73.6632983;3.890141
63-CERCA ELECTRICA;83;9;-73.663302;3.8902208
63-CERCA ELECTRICA;83;10;-73.663312;3.8903015
63-CERCA ELECTRICA;83;11;-73.663329;3.8903872
63-CERCA ELECTRICA;83;12;-73.6633334;3.8904359
63-CERCA ELECTRICA;83;13;-73.6633484;3.8905446
63-CERCA ELECTRICA;83;14;-73.6633578;3.8905986
63-CERCA ELECTRICA;83;15;-73.6633672;3.8906753
63-CERCA ELECTRICA;83;16;-73.6633766;3.8907644
63-CERCA ELECTRICA;83;17;-73.6633859;3.8908411
63-CERCA ELECTRICA;83;18;-73.6634031;3.8909392
63-CERCA ELECTRICA;84;1;-73.663295;3.8896652
63-CERCA ELECTRICA;84;2;-73.6633122;3.8897633
63-CERCA ELECTRICA;84;3;-73.663318;3.88982
63-CERCA ELECTRICA;84;4;-73.6633294;3.8899087
63-CERCA ELECTRICA;84;5;-73.6633422;3.8899931
63-CERCA ELECTRICA;84;6;-73.6633468;3.8900665
63-CERCA ELECTRICA;84;7;-73.6633573;3.8901615
63-CERCA ELECTRICA;84;8;-73.663373;3.8902516
63-CERCA ELECTRICA;84;9;-73.6633936;3.8903923
63-CERCA ELECTRICA;84;10;-73.6634107;3.8904903
63-CERCA ELECTRICA;84;11;-73.6634237;3.8905643
63-CERCA ELECTRICA;84;12;-73.6634366;3.8906383
63-CERCA ELECTRICA;84;13;-73.6634496;3.8907123
63-CERCA ELECTRICA;84;14;-73.6634576;3.8907934
63-CERCA ELECTRICA;84;15;-73.6634727;3.8908794
63-CERCA ELECTRICA;85;1;-73.6633767;3.8896859
63-CERCA ELECTRICA;85;2;-73.6634026;3.889869
63-CERCA ELECTRICA;85;3;-73.663409;3.8899524
63-CERCA ELECTRICA;85;4;-73.6634209;3.8900204
63-CERCA ELECTRICA;85;5;-73.6634345;3.8900984
63-CERCA ELECTRICA;85;6;-73.6634383;3.8901905
63-CERCA ELECTRICA;85;7;-73.6634537;3.8902786
63-CERCA ELECTRICA;85;8;-73.6634649;3.8903426
63-CERCA ELECTRICA;85;9;-73.6634699;3.890418
63-CERCA ELECTRICA;85;10;-73.6634944;3.8905106
63-CERCA ELECTRICA;85;11;-73.6634884;3.8905941
63-CERCA ELECTRICA;85;12;-73.6635028;3.8906761
63-CERCA ELECTRICA;85;13;-73.6635154;3.8907482
63-CERCA ELECTRICA;85;14;-73.6635316;3.8908175
63-CERCA ELECTRICA;86;1;-73.6634721;3.8897969
63-CERCA ELECTRICA;86;2;-73.6634723;3.8898917
63-CERCA ELECTRICA;86;3;-73.6634784;3.8899855
63-CERCA ELECTRICA;86;4;-73.6634922;3.8900759
63-CERCA ELECTRICA;86;5;-73.6635048;3.8901479
63-CERCA ELECTRICA;86;6;-73.6635158;3.8902346
63-CERCA ELECTRICA;86;7;-73.6635232;3.8902766
63-CERCA ELECTRICA;86;8;-73.66354;3.8903726
63-CERCA ELECTRICA;86;9;-73.6635501;3.8904657
63-CERCA ELECTRICA;86;10;-73.6635623;3.8905584
63-CERCA ELECTRICA;86;11;-73.6635738;3.8906244
63-CERCA ELECTRICA;86;12;-73.6635809;3.8907118
63-CERCA ELECTRICA;86;13;-73.6635918;3.8907739
63-CERCA ELECTRICA;87;1;-73.6635381;3.8898223
63-CERCA ELECTRICA;87;2;-73.6635673;3.8900007
63-CERCA ELECTRICA;87;3;-73.6635798;3.8900954
63-CERCA ELECTRICA;87;4;-73.6635871;3.8901725
63-CERCA ELECTRICA;87;5;-73.6636008;3.8902505
63-CERCA ELECTRICA;87;6;-73.6636159;3.8903489
63-CERCA ELECTRICA;87;7;-73.6636161;3.8904087
63-CERCA ELECTRICA;87;8;-73.6636258;3.8904874
63-CERCA ELECTRICA;87;9;-73.6636378;3.8905677
63-CERCA ELECTRICA;87;10;-73.6636435;3.8906472
63-CERCA ELECTRICA;87;11;-73.6636635;3.8907612
63-CERCA ELECTRICA;87;12;-73.6636698;3.8907972
63-CERCA ELECTRICA;87;13;-73.6636862;3.8908912
63-CERCA ELECTRICA;88;1;-73.6636425;3.8900431
63-CERCA ELECTRICA;88;2;-73.6636641;3.8901899
63-CERCA ELECTRICA;88;3;-73.6636771;3.8902762
63-CERCA ELECTRICA;88;4;-73.6636835;3.8903596
63-CERCA ELECTRICA;88;5;-73.6636896;3.8904411
63-CERCA ELECTRICA;88;6;-73.6637221;3.8906271
63-CERCA ELECTRICA;88;7;-73.6637279;3.8906838
63-CERCA ELECTRICA;88;8;-73.6637433;3.8907718
63-CERCA ELECTRICA;88;9;-73.6637496;3.8908429
63-CERCA ELECTRICA;88;10;-73.6637629;3.8909189
63-CERCA ELECTRICA;89;1;-73.6636918;3.8899849
63-CERCA ELECTRICA;89;2;-73.6637215;3.8901426
63-CERCA ELECTRICA;89;3;-73.6637265;3.8902531
63-CERCA ELECTRICA;89;4;-73.6637375;3.8903047
63-CERCA ELECTRICA;89;5;-73.66376;3.8903977
63-CERCA ELECTRICA;89;6;-73.6637736;3.8904757
63-CERCA ELECTRICA;89;7;-73.6637853;3.8905541
63-CERCA ELECTRICA;89;8;-73.6638097;3.8907168
63-CERCA ELECTRICA;89;9;-73.6638122;3.8907782
63-CERCA ELECTRICA;89;10;-73.6638236;3.8908669
63-CERCA ELECTRICA;89;11;-73.6638375;3.8909346
63-CERCA ELECTRICA;90;1;-73.663783;3.8900719
63-CERCA ELECTRICA;90;2;-73.6638002;3.8901699
63-CERCA ELECTRICA;90;3;-73.6638107;3.890265
63-CERCA ELECTRICA;90;4;-73.6638191;3.8903481
